train_no,train_type,distance_km,departure_date,day_of_week,weather_condition,delay_minutes,is_delayed
12951,Rajdhani,1380,2026-02-13,Friday,Clear,10,0
12004,Shatabdi,450,2025-10-14,Tuesday,Clear,24,0
22924,Superfast,1500,2025-10-02,Thursday,Clear,1,0
12423,Rajdhani,2100,2025-05-17,Saturday,Clear,1,0
12951,Rajdhani,1380,2025-12-29,Monday,Rainy,16,0
22924,Superfast,1500,2026-01-30,Friday,Clear,1,0
11020,Express,1800,2025-08-20,Wednesday,Clear,14,0
12423,Rajdhani,2100,2026-03-18,Wednesday,Clear,15,0
22924,Superfast,1500,2025-05-28,Wednesday,Clear,21,0
22924,Superfast,1500,2025-04-28,Monday,Clear,6,0
11020,Express,1800,2025-06-24,Tuesday,Clear,6,0
22924,Superfast,1500,2025-09-07,Sunday,Clear,1,0
11020,Express,1800,2026-02-06,Friday,Clear,0,0
11020,Express,1800,2026-01-09,Friday,Foggy,181,1
22924,Superfast,1500,2025-12-17,Wednesday,Clear,0,0
12004,Shatabdi,450,2025-12-19,Friday,Rainy,38,0
11020,Express,1800,2025-05-13,Tuesday,Clear,6,0
12423,Rajdhani,2100,2025-09-23,Tuesday,Clear,2,0
12423,Rajdhani,2100,2026-01-30,Friday,Clear,5,0
12423,Rajdhani,2100,2026-04-13,Monday,Clear,4,0
12423,Rajdhani,2100,2025-08-07,Thursday,Rainy,20,0
12951,Rajdhani,1380,2025-12-10,Wednesday,Rainy,15,0
12004,Shatabdi,450,2026-01-07,Wednesday,Foggy,65,1
12004,Shatabdi,450,2025-07-08,Tuesday,Clear,0,0
12004,Shatabdi,450,2025-10-20,Monday,Stormy,0,0
12951,Rajdhani,1380,2025-07-09,Wednesday,Clear,2,0
11020,Express,1800,2025-09-12,Friday,Clear,1,0
12423,Rajdhani,2100,2025-08-29,Friday,Rainy,15,0
12951,Rajdhani,1380,2025-08-27,Wednesday,Foggy,42,0
12004,Shatabdi,450,2025-10-28,Tuesday,Clear,3,0
11020,Express,1800,2026-02-01,Sunday,Rainy,58,0
12004,Shatabdi,450,2025-12-07,Sunday,Clear,0,0
12951,Rajdhani,1380,2025-12-21,Sunday,Clear,2,0
12004,Shatabdi,450,2025-12-07,Sunday,Clear,22,0
12423,Rajdhani,2100,2025-06-02,Monday,Clear,1,0
12004,Shatabdi,450,2025-12-02,Tuesday,Clear,14,0
12423,Rajdhani,2100,2026-02-23,Monday,Rainy,26,0
12423,Rajdhani,2100,2026-01-20,Tuesday,Clear,8,0
22924,Superfast,1500,2026-02-14,Saturday,Clear,0,0
12423,Rajdhani,2100,2025-11-18,Tuesday,Clear,17,0
12951,Rajdhani,1380,2025-04-27,Sunday,Clear,0,0
12004,Shatabdi,450,2026-04-02,Thursday,Clear,0,0
12951,Rajdhani,1380,2026-03-30,Monday,Clear,2,0
12423,Rajdhani,2100,2026-01-19,Monday,Clear,10,0
22924,Superfast,1500,2025-07-25,Friday,Clear,19,0
12423,Rajdhani,2100,2026-01-10,Saturday,Clear,15,0
11020,Express,1800,2025-08-28,Thursday,Clear,2,0
12004,Shatabdi,450,2025-09-08,Monday,Clear,26,0
12423,Rajdhani,2100,2026-02-07,Saturday,Clear,31,0
12951,Rajdhani,1380,2025-12-24,Wednesday,Rainy,24,0
22924,Superfast,1500,2025-07-20,Sunday,Clear,0,0
11020,Express,1800,2026-01-08,Thursday,Clear,7,0
12423,Rajdhani,2100,2025-07-19,Saturday,Rainy,7,0
12423,Rajdhani,2100,2025-07-15,Tuesday,Rainy,20,0
11020,Express,1800,2025-10-10,Friday,Clear,7,0
12423,Rajdhani,2100,2026-01-21,Wednesday,Rainy,19,0
12004,Shatabdi,450,2025-09-22,Monday,Clear,3,0
12423,Rajdhani,2100,2026-01-12,Monday,Clear,9,0
12951,Rajdhani,1380,2025-08-07,Thursday,Rainy,19,0
12004,Shatabdi,450,2026-02-12,Thursday,Clear,31,0
22924,Superfast,1500,2025-09-28,Sunday,Clear,0,0
12951,Rajdhani,1380,2026-02-11,Wednesday,Foggy,51,0
11020,Express,1800,2026-02-08,Sunday,Clear,21,0
22924,Superfast,1500,2025-10-31,Friday,Clear,24,0
12951,Rajdhani,1380,2026-04-13,Monday,Clear,12,0
12004,Shatabdi,450,2025-06-03,Tuesday,Rainy,25,0
12004,Shatabdi,450,2026-03-16,Monday,Clear,12,0
12951,Rajdhani,1380,2025-05-17,Saturday,Clear,32,0
12951,Rajdhani,1380,2025-12-23,Tuesday,Clear,5,0
12951,Rajdhani,1380,2025-11-13,Thursday,Rainy,22,0
22924,Superfast,1500,2025-12-10,Wednesday,Rainy,57,0
22924,Superfast,1500,2025-10-06,Monday,Clear,15,0
12423,Rajdhani,2100,2025-12-10,Wednesday,Clear,36,0
12004,Shatabdi,450,2025-10-25,Saturday,Clear,10,0
12004,Shatabdi,450,2025-07-28,Monday,Rainy,60,0
22924,Superfast,1500,2025-11-19,Wednesday,Clear,7,0
12423,Rajdhani,2100,2025-12-29,Monday,Clear,5,0
12004,Shatabdi,450,2026-01-23,Friday,Rainy,22,0
11020,Express,1800,2026-01-02,Friday,Foggy,170,1
22924,Superfast,1500,2025-11-12,Wednesday,Rainy,41,0
12004,Shatabdi,450,2025-05-19,Monday,Foggy,48,0
12423,Rajdhani,2100,2025-09-25,Thursday,Clear,2,0
12951,Rajdhani,1380,2025-05-13,Tuesday,Foggy,72,1
12951,Rajdhani,1380,2026-03-06,Friday,Clear,11,0
12951,Rajdhani,1380,2025-09-13,Saturday,Clear,7,0
22924,Superfast,1500,2025-07-24,Thursday,Clear,11,0
12004,Shatabdi,450,2025-07-06,Sunday,Clear,26,0
22924,Superfast,1500,2026-02-26,Thursday,Foggy,151,1
12423,Rajdhani,2100,2025-10-10,Friday,Clear,0,0
11020,Express,1800,2025-06-22,Sunday,Clear,14,0
22924,Superfast,1500,2025-11-16,Sunday,Rainy,41,0
12004,Shatabdi,450,2025-12-29,Monday,Rainy,24,0
12423,Rajdhani,2100,2025-05-13,Tuesday,Rainy,7,0
11020,Express,1800,2026-01-19,Monday,Clear,2,0
22924,Superfast,1500,2025-08-19,Tuesday,Rainy,39,0
12951,Rajdhani,1380,2025-09-29,Monday,Clear,1,0
12004,Shatabdi,450,2025-04-22,Tuesday,Clear,2,0
11020,Express,1800,2026-02-28,Saturday,Clear,7,0
12423,Rajdhani,2100,2025-07-10,Thursday,Clear,0,0
22924,Superfast,1500,2026-01-11,Sunday,Clear,9,0
11020,Express,1800,2025-04-17,Thursday,Clear,25,0
12004,Shatabdi,450,2025-05-07,Wednesday,Rainy,19,0
12004,Shatabdi,450,2026-01-13,Tuesday,Rainy,15,0
12423,Rajdhani,2100,2025-09-18,Thursday,Clear,14,0
12004,Shatabdi,450,2025-11-28,Friday,Foggy,83,1
12423,Rajdhani,2100,2025-05-08,Thursday,Clear,0,0
12423,Rajdhani,2100,2025-06-01,Sunday,Clear,14,0
12951,Rajdhani,1380,2025-05-18,Sunday,Rainy,29,0
12423,Rajdhani,2100,2025-08-17,Sunday,Clear,11,0
12951,Rajdhani,1380,2025-05-25,Sunday,Rainy,30,0
12004,Shatabdi,450,2025-08-16,Saturday,Foggy,85,1
22924,Superfast,1500,2025-10-17,Friday,Clear,11,0
12423,Rajdhani,2100,2026-02-11,Wednesday,Clear,0,0
12004,Shatabdi,450,2025-06-05,Thursday,Foggy,78,1
12951,Rajdhani,1380,2026-03-26,Thursday,Clear,1,0
22924,Superfast,1500,2025-06-20,Friday,Foggy,147,1
11020,Express,1800,2026-03-30,Monday,Clear,14,0
12423,Rajdhani,2100,2026-03-09,Monday,Clear,8,0
22924,Superfast,1500,2025-08-23,Saturday,Foggy,117,1
11020,Express,1800,2025-09-17,Wednesday,Foggy,133,1
11020,Express,1800,2026-01-21,Wednesday,Clear,7,0
11020,Express,1800,2025-12-28,Sunday,Clear,22,0
11020,Express,1800,2025-11-30,Sunday,Clear,2,0
12951,Rajdhani,1380,2025-04-26,Saturday,Clear,0,0
12951,Rajdhani,1380,2025-05-13,Tuesday,Clear,5,0
11020,Express,1800,2025-10-23,Thursday,Rainy,40,0
12951,Rajdhani,1380,2025-12-13,Saturday,Clear,29,0
12004,Shatabdi,450,2025-04-14,Monday,Clear,16,0
12951,Rajdhani,1380,2025-05-31,Saturday,Clear,7,0
12004,Shatabdi,450,2025-10-03,Friday,Clear,0,0
12951,Rajdhani,1380,2025-04-29,Tuesday,Foggy,98,1
12004,Shatabdi,450,2025-08-25,Monday,Clear,10,0
12004,Shatabdi,450,2026-03-21,Saturday,Clear,5,0
22924,Superfast,1500,2025-04-28,Monday,Clear,0,0
12004,Shatabdi,450,2025-04-25,Friday,Foggy,73,1
12423,Rajdhani,2100,2025-05-22,Thursday,Foggy,45,0
12004,Shatabdi,450,2025-05-26,Monday,Clear,30,0
22924,Superfast,1500,2025-06-26,Thursday,Clear,4,0
12951,Rajdhani,1380,2026-03-02,Monday,Rainy,25,0
12004,Shatabdi,450,2026-04-01,Wednesday,Clear,0,0
12951,Rajdhani,1380,2025-06-25,Wednesday,Clear,0,0
12004,Shatabdi,450,2026-01-06,Tuesday,Clear,6,0
22924,Superfast,1500,2026-03-17,Tuesday,Clear,8,0
12004,Shatabdi,450,2026-01-03,Saturday,Clear,15,0
12951,Rajdhani,1380,2026-04-08,Wednesday,Clear,10,0
12951,Rajdhani,1380,2025-11-08,Saturday,Rainy,23,0
12951,Rajdhani,1380,2025-05-07,Wednesday,Clear,2,0
12004,Shatabdi,450,2025-09-21,Sunday,Clear,7,0
12423,Rajdhani,2100,2026-01-03,Saturday,Rainy,31,0
12423,Rajdhani,2100,2025-10-27,Monday,Clear,15,0
11020,Express,1800,2025-11-22,Saturday,Clear,1,0
12951,Rajdhani,1380,2025-12-26,Friday,Clear,4,0
11020,Express,1800,2026-01-30,Friday,Foggy,103,1
12951,Rajdhani,1380,2025-12-26,Friday,Stormy,11,0
11020,Express,1800,2025-05-22,Thursday,Rainy,56,0
12004,Shatabdi,450,2026-02-09,Monday,Rainy,12,0
12423,Rajdhani,2100,2025-10-20,Monday,Clear,3,0
12951,Rajdhani,1380,2025-07-21,Monday,Clear,6,0
12004,Shatabdi,450,2025-10-11,Saturday,Clear,11,0
11020,Express,1800,2025-10-15,Wednesday,Clear,1,0
12004,Shatabdi,450,2025-05-21,Wednesday,Clear,10,0
12951,Rajdhani,1380,2026-02-08,Sunday,Clear,14,0
12423,Rajdhani,2100,2026-04-10,Friday,Stormy,8,0
12423,Rajdhani,2100,2025-08-22,Friday,Rainy,12,0
12423,Rajdhani,2100,2025-08-26,Tuesday,Clear,8,0
12004,Shatabdi,450,2025-04-21,Monday,Clear,0,0
12951,Rajdhani,1380,2026-03-21,Saturday,Clear,3,0
22924,Superfast,1500,2025-08-22,Friday,Clear,24,0
11020,Express,1800,2025-04-26,Saturday,Clear,0,0
11020,Express,1800,2026-02-01,Sunday,Clear,6,0
22924,Superfast,1500,2025-06-11,Wednesday,Rainy,14,0
22924,Superfast,1500,2025-07-07,Monday,Foggy,110,1
12004,Shatabdi,450,2025-08-20,Wednesday,Rainy,21,0
11020,Express,1800,2025-09-11,Thursday,Foggy,147,1
12004,Shatabdi,450,2025-08-27,Wednesday,Clear,1,0
12423,Rajdhani,2100,2025-09-16,Tuesday,Stormy,15,0
12423,Rajdhani,2100,2025-08-28,Thursday,Clear,3,0
11020,Express,1800,2025-08-04,Monday,Rainy,40,0
12004,Shatabdi,450,2026-02-14,Saturday,Stormy,7,0
12423,Rajdhani,2100,2025-06-02,Monday,Clear,8,0
22924,Superfast,1500,2025-05-21,Wednesday,Clear,1,0
12951,Rajdhani,1380,2025-10-20,Monday,Clear,3,0
11020,Express,1800,2026-02-03,Tuesday,Clear,4,0
11020,Express,1800,2025-08-06,Wednesday,Clear,3,0
12423,Rajdhani,2100,2025-08-30,Saturday,Stormy,11,0
12423,Rajdhani,2100,2025-04-30,Wednesday,Rainy,11,0
12423,Rajdhani,2100,2025-08-18,Monday,Clear,0,0
22924,Superfast,1500,2025-12-01,Monday,Rainy,49,0
22924,Superfast,1500,2025-07-25,Friday,Clear,0,0
22924,Superfast,1500,2026-01-16,Friday,Clear,12,0
11020,Express,1800,2025-11-16,Sunday,Stormy,7,0
12951,Rajdhani,1380,2025-11-26,Wednesday,Clear,11,0
11020,Express,1800,2025-06-17,Tuesday,Clear,6,0
12951,Rajdhani,1380,2026-02-12,Thursday,Clear,19,0
12951,Rajdhani,1380,2025-07-17,Thursday,Rainy,25,0
22924,Superfast,1500,2025-06-27,Friday,Foggy,115,1
12951,Rajdhani,1380,2025-09-03,Wednesday,Rainy,29,0
12004,Shatabdi,450,2025-12-10,Wednesday,Clear,3,0
12423,Rajdhani,2100,2025-07-18,Friday,Clear,2,0
12951,Rajdhani,1380,2025-04-28,Monday,Clear,6,0
12004,Shatabdi,450,2026-03-11,Wednesday,Clear,21,0
12004,Shatabdi,450,2026-04-02,Thursday,Foggy,70,1
11020,Express,1800,2025-12-30,Tuesday,Rainy,33,0
12423,Rajdhani,2100,2025-07-01,Tuesday,Clear,3,0
12951,Rajdhani,1380,2025-04-18,Friday,Foggy,97,1
12423,Rajdhani,2100,2025-04-15,Tuesday,Clear,7,0
11020,Express,1800,2026-02-27,Friday,Rainy,32,0
12951,Rajdhani,1380,2025-10-12,Sunday,Stormy,3,0
11020,Express,1800,2025-04-14,Monday,Clear,10,0
12004,Shatabdi,450,2025-05-14,Wednesday,Stormy,3,0
12004,Shatabdi,450,2025-09-21,Sunday,Foggy,60,0
22924,Superfast,1500,2025-09-20,Saturday,Clear,0,0
11020,Express,1800,2025-12-11,Thursday,Rainy,50,0
11020,Express,1800,2025-04-15,Tuesday,Foggy,107,1
22924,Superfast,1500,2025-11-17,Monday,Rainy,31,0
11020,Express,1800,2025-04-28,Monday,Clear,25,0
22924,Superfast,1500,2026-02-26,Thursday,Foggy,125,1
12423,Rajdhani,2100,2026-03-20,Friday,Clear,1,0
22924,Superfast,1500,2025-10-20,Monday,Foggy,126,1
12951,Rajdhani,1380,2025-11-15,Saturday,Clear,0,0
22924,Superfast,1500,2025-05-11,Sunday,Foggy,143,1
22924,Superfast,1500,2025-11-17,Monday,Stormy,1,0
12951,Rajdhani,1380,2025-10-29,Wednesday,Clear,6,0
22924,Superfast,1500,2026-01-08,Thursday,Clear,20,0
12004,Shatabdi,450,2025-08-10,Sunday,Clear,2,0
11020,Express,1800,2025-12-21,Sunday,Clear,12,0
12004,Shatabdi,450,2025-07-29,Tuesday,Clear,0,0
12004,Shatabdi,450,2025-11-03,Monday,Clear,26,0
12951,Rajdhani,1380,2026-02-14,Saturday,Clear,14,0
22924,Superfast,1500,2025-06-01,Sunday,Rainy,45,0
12423,Rajdhani,2100,2026-02-22,Sunday,Clear,4,0
11020,Express,1800,2025-11-14,Friday,Clear,15,0
12951,Rajdhani,1380,2025-05-04,Sunday,Foggy,68,1
11020,Express,1800,2025-12-09,Tuesday,Clear,7,0
12951,Rajdhani,1380,2025-10-20,Monday,Clear,13,0
12951,Rajdhani,1380,2026-01-17,Saturday,Clear,7,0
22924,Superfast,1500,2025-11-19,Wednesday,Clear,95,1
12951,Rajdhani,1380,2025-05-03,Saturday,Foggy,59,0
22924,Superfast,1500,2025-09-03,Wednesday,Rainy,56,0
12423,Rajdhani,2100,2025-07-13,Sunday,Rainy,46,0
12951,Rajdhani,1380,2025-04-14,Monday,Clear,6,0
11020,Express,1800,2025-07-09,Wednesday,Rainy,56,0
12423,Rajdhani,2100,2025-07-17,Thursday,Clear,8,0
11020,Express,1800,2026-02-04,Wednesday,Clear,0,0
12951,Rajdhani,1380,2025-11-30,Sunday,Foggy,63,1
12951,Rajdhani,1380,2025-11-26,Wednesday,Foggy,64,1
12951,Rajdhani,1380,2025-12-12,Friday,Clear,9,0
12951,Rajdhani,1380,2025-12-15,Monday,Rainy,38,0
11020,Express,1800,2025-08-02,Saturday,Foggy,100,1
11020,Express,1800,2025-08-03,Sunday,Rainy,31,0
12004,Shatabdi,450,2026-01-18,Sunday,Clear,2,0
12004,Shatabdi,450,2025-10-11,Saturday,Clear,33,0
12423,Rajdhani,2100,2026-03-15,Sunday,Stormy,4,0
11020,Express,1800,2026-02-24,Tuesday,Foggy,129,1
12423,Rajdhani,2100,2025-07-22,Tuesday,Clear,6,0
12423,Rajdhani,2100,2025-10-05,Sunday,Clear,3,0
12423,Rajdhani,2100,2025-05-24,Saturday,Clear,6,0
12423,Rajdhani,2100,2025-11-27,Thursday,Clear,8,0
12423,Rajdhani,2100,2026-03-14,Saturday,Clear,16,0
12004,Shatabdi,450,2025-08-24,Sunday,Rainy,18,0
12423,Rajdhani,2100,2026-03-28,Saturday,Clear,4,0
11020,Express,1800,2025-12-16,Tuesday,Clear,2,0
12004,Shatabdi,450,2025-10-19,Sunday,Stormy,2,0
12951,Rajdhani,1380,2025-04-24,Thursday,Clear,10,0
12423,Rajdhani,2100,2025-07-09,Wednesday,Rainy,24,0
11020,Express,1800,2026-02-15,Sunday,Foggy,143,1
12004,Shatabdi,450,2026-01-26,Monday,Clear,3,0
12423,Rajdhani,2100,2026-01-07,Wednesday,Clear,3,0
12423,Rajdhani,2100,2025-10-09,Thursday,Foggy,108,1
11020,Express,1800,2025-11-23,Sunday,Foggy,98,1
12004,Shatabdi,450,2026-01-07,Wednesday,Rainy,27,0
12951,Rajdhani,1380,2025-09-19,Friday,Clear,4,0
12951,Rajdhani,1380,2025-07-04,Friday,Clear,8,0
11020,Express,1800,2025-05-16,Friday,Clear,9,0
11020,Express,1800,2026-04-04,Saturday,Clear,7,0
12004,Shatabdi,450,2025-09-05,Friday,Clear,20,0
11020,Express,1800,2025-05-10,Saturday,Clear,0,0
22924,Superfast,1500,2025-08-29,Friday,Stormy,11,0
22924,Superfast,1500,2025-05-04,Sunday,Clear,14,0
11020,Express,1800,2026-01-03,Saturday,Foggy,91,1
22924,Superfast,1500,2025-09-10,Wednesday,Foggy,109,1
12004,Shatabdi,450,2025-06-24,Tuesday,Clear,6,0
11020,Express,1800,2025-11-27,Thursday,Clear,2,0
12951,Rajdhani,1380,2025-11-22,Saturday,Foggy,70,1
12951,Rajdhani,1380,2025-12-27,Saturday,Clear,1,0
22924,Superfast,1500,2025-06-29,Sunday,Clear,2,0
12951,Rajdhani,1380,2026-02-27,Friday,Foggy,89,1
22924,Superfast,1500,2025-08-10,Sunday,Clear,9,0
12951,Rajdhani,1380,2025-09-23,Tuesday,Foggy,54,0
12951,Rajdhani,1380,2025-09-27,Saturday,Rainy,23,0
12423,Rajdhani,2100,2025-09-10,Wednesday,Clear,13,0
22924,Superfast,1500,2025-05-12,Monday,Clear,1,0
12423,Rajdhani,2100,2025-09-22,Monday,Clear,6,0
12423,Rajdhani,2100,2025-12-23,Tuesday,Rainy,22,0
12004,Shatabdi,450,2025-05-31,Saturday,Clear,16,0
22924,Superfast,1500,2025-06-20,Friday,Foggy,116,1
12004,Shatabdi,450,2025-08-01,Friday,Clear,9,0
11020,Express,1800,2025-11-29,Saturday,Clear,17,0
11020,Express,1800,2025-06-25,Wednesday,Clear,2,0
12951,Rajdhani,1380,2025-11-19,Wednesday,Clear,5,0
12004,Shatabdi,450,2025-07-28,Monday,Rainy,27,0
12004,Shatabdi,450,2026-01-22,Thursday,Clear,1,0
12951,Rajdhani,1380,2025-11-06,Thursday,Clear,0,0
22924,Superfast,1500,2025-12-20,Saturday,Clear,20,0
12951,Rajdhani,1380,2025-11-03,Monday,Clear,0,0
11020,Express,1800,2025-12-09,Tuesday,Clear,10,0
12423,Rajdhani,2100,2025-10-25,Saturday,Clear,1,0
12951,Rajdhani,1380,2026-03-01,Sunday,Clear,3,0
12951,Rajdhani,1380,2025-07-27,Sunday,Clear,4,0
12951,Rajdhani,1380,2025-04-28,Monday,Clear,19,0
12004,Shatabdi,450,2026-03-23,Monday,Clear,6,0
22924,Superfast,1500,2025-06-10,Tuesday,Clear,11,0
11020,Express,1800,2026-03-14,Saturday,Clear,2,0
11020,Express,1800,2025-09-23,Tuesday,Clear,16,0
22924,Superfast,1500,2026-02-15,Sunday,Rainy,41,0
12951,Rajdhani,1380,2026-04-08,Wednesday,Clear,9,0
12423,Rajdhani,2100,2025-11-20,Thursday,Clear,4,0
11020,Express,1800,2026-03-23,Monday,Stormy,4,0
22924,Superfast,1500,2025-08-18,Monday,Clear,18,0
12004,Shatabdi,450,2025-04-16,Wednesday,Clear,3,0
12004,Shatabdi,450,2025-12-15,Monday,Rainy,19,0
12423,Rajdhani,2100,2026-01-14,Wednesday,Clear,0,0
22924,Superfast,1500,2025-04-30,Wednesday,Clear,62,1
12004,Shatabdi,450,2026-02-13,Friday,Clear,2,0
22924,Superfast,1500,2025-04-19,Saturday,Rainy,73,1
22924,Superfast,1500,2025-08-20,Wednesday,Clear,7,0
11020,Express,1800,2026-02-21,Saturday,Clear,0,0
12423,Rajdhani,2100,2025-07-23,Wednesday,Rainy,20,0
12004,Shatabdi,450,2025-06-06,Friday,Clear,10,0
12423,Rajdhani,2100,2025-08-05,Tuesday,Clear,3,0
12423,Rajdhani,2100,2026-01-31,Saturday,Stormy,1,0
11020,Express,1800,2025-06-01,Sunday,Clear,8,0
22924,Superfast,1500,2025-08-01,Friday,Rainy,72,1
11020,Express,1800,2025-10-16,Thursday,Clear,23,0
11020,Express,1800,2025-09-11,Thursday,Foggy,86,1
11020,Express,1800,2025-06-19,Thursday,Clear,17,0
12004,Shatabdi,450,2025-10-09,Thursday,Clear,5,0
22924,Superfast,1500,2026-01-09,Friday,Foggy,230,1
12004,Shatabdi,450,2025-05-31,Saturday,Clear,23,0
12423,Rajdhani,2100,2025-09-19,Friday,Clear,5,0
22924,Superfast,1500,2025-12-20,Saturday,Clear,31,0
12004,Shatabdi,450,2025-07-29,Tuesday,Clear,1,0
12004,Shatabdi,450,2026-03-26,Thursday,Rainy,26,0
11020,Express,1800,2025-08-27,Wednesday,Clear,2,0
12004,Shatabdi,450,2025-05-14,Wednesday,Rainy,26,0
22924,Superfast,1500,2025-07-19,Saturday,Clear,50,0
12004,Shatabdi,450,2026-01-25,Sunday,Clear,17,0
22924,Superfast,1500,2025-09-03,Wednesday,Clear,5,0
12951,Rajdhani,1380,2025-11-16,Sunday,Rainy,38,0
22924,Superfast,1500,2026-01-25,Sunday,Rainy,29,0
22924,Superfast,1500,2025-07-29,Tuesday,Clear,7,0
11020,Express,1800,2025-11-29,Saturday,Clear,8,0
11020,Express,1800,2025-10-08,Wednesday,Foggy,90,1
12951,Rajdhani,1380,2025-08-11,Monday,Foggy,43,0
22924,Superfast,1500,2026-02-19,Thursday,Rainy,30,0
11020,Express,1800,2025-08-28,Thursday,Stormy,1,0
12951,Rajdhani,1380,2025-11-18,Tuesday,Clear,7,0
12423,Rajdhani,2100,2026-02-10,Tuesday,Rainy,30,0
12423,Rajdhani,2100,2025-06-14,Saturday,Clear,3,0
12004,Shatabdi,450,2025-11-15,Saturday,Clear,7,0
22924,Superfast,1500,2025-07-11,Friday,Foggy,120,1
11020,Express,1800,2026-03-21,Saturday,Clear,14,0
11020,Express,1800,2025-11-19,Wednesday,Rainy,54,0
22924,Superfast,1500,2025-07-24,Thursday,Clear,1,0
12004,Shatabdi,450,2026-02-16,Monday,Rainy,23,0
12423,Rajdhani,2100,2025-07-30,Wednesday,Clear,4,0
12951,Rajdhani,1380,2025-07-01,Tuesday,Stormy,16,0
11020,Express,1800,2025-07-24,Thursday,Stormy,0,0
12423,Rajdhani,2100,2025-09-06,Saturday,Rainy,9,0
12004,Shatabdi,450,2025-08-02,Saturday,Foggy,81,1
22924,Superfast,1500,2026-01-15,Thursday,Clear,2,0
12951,Rajdhani,1380,2025-11-10,Monday,Clear,0,0
22924,Superfast,1500,2026-01-09,Friday,Foggy,188,1
22924,Superfast,1500,2026-02-20,Friday,Clear,0,0
12951,Rajdhani,1380,2025-04-27,Sunday,Clear,0,0
12004,Shatabdi,450,2025-05-16,Friday,Clear,21,0
12951,Rajdhani,1380,2025-12-29,Monday,Stormy,4,0
22924,Superfast,1500,2026-04-07,Tuesday,Rainy,48,0
12951,Rajdhani,1380,2026-01-16,Friday,Stormy,25,0
12951,Rajdhani,1380,2025-10-06,Monday,Clear,6,0
12423,Rajdhani,2100,2025-06-19,Thursday,Rainy,19,0
12423,Rajdhani,2100,2025-05-24,Saturday,Rainy,17,0
12423,Rajdhani,2100,2025-05-14,Wednesday,Foggy,99,1
11020,Express,1800,2025-11-09,Sunday,Clear,8,0
12951,Rajdhani,1380,2025-06-16,Monday,Foggy,43,0
22924,Superfast,1500,2025-08-28,Thursday,Clear,16,0
12423,Rajdhani,2100,2026-02-15,Sunday,Rainy,23,0
11020,Express,1800,2025-07-09,Wednesday,Clear,55,0
12423,Rajdhani,2100,2025-06-28,Saturday,Rainy,18,0
12423,Rajdhani,2100,2025-05-09,Friday,Foggy,66,1
12004,Shatabdi,450,2025-05-09,Friday,Clear,9,0
11020,Express,1800,2025-05-22,Thursday,Clear,12,0
12951,Rajdhani,1380,2025-10-21,Tuesday,Clear,9,0
22924,Superfast,1500,2025-09-06,Saturday,Rainy,32,0
12423,Rajdhani,2100,2025-12-10,Wednesday,Clear,5,0
11020,Express,1800,2026-01-25,Sunday,Stormy,4,0
12004,Shatabdi,450,2025-07-16,Wednesday,Clear,3,0
12951,Rajdhani,1380,2025-09-07,Sunday,Foggy,40,0
12423,Rajdhani,2100,2025-12-20,Saturday,Clear,0,0
11020,Express,1800,2026-02-17,Tuesday,Clear,4,0
11020,Express,1800,2025-11-04,Tuesday,Foggy,155,1
12423,Rajdhani,2100,2025-09-28,Sunday,Stormy,0,0
12423,Rajdhani,2100,2025-06-20,Friday,Clear,13,0
12423,Rajdhani,2100,2025-11-06,Thursday,Clear,6,0
22924,Superfast,1500,2025-07-24,Thursday,Foggy,156,1
12423,Rajdhani,2100,2026-02-28,Saturday,Clear,3,0
22924,Superfast,1500,2025-08-29,Friday,Clear,6,0
11020,Express,1800,2025-08-29,Friday,Stormy,3,0
12951,Rajdhani,1380,2026-04-03,Friday,Clear,6,0
22924,Superfast,1500,2025-11-30,Sunday,Clear,30,0
11020,Express,1800,2025-09-11,Thursday,Foggy,114,1
12423,Rajdhani,2100,2025-11-24,Monday,Stormy,20,0
12423,Rajdhani,2100,2025-07-29,Tuesday,Clear,22,0
22924,Superfast,1500,2025-08-25,Monday,Clear,1,0
11020,Express,1800,2025-12-19,Friday,Rainy,49,0
22924,Superfast,1500,2025-07-10,Thursday,Clear,0,0
12423,Rajdhani,2100,2025-04-30,Wednesday,Clear,2,0
12951,Rajdhani,1380,2025-11-18,Tuesday,Clear,0,0
11020,Express,1800,2025-04-28,Monday,Clear,11,0
12004,Shatabdi,450,2026-02-21,Saturday,Clear,12,0
12951,Rajdhani,1380,2025-10-16,Thursday,Clear,6,0
12423,Rajdhani,2100,2025-09-06,Saturday,Clear,4,0
12004,Shatabdi,450,2025-09-12,Friday,Rainy,25,0
12423,Rajdhani,2100,2026-03-04,Wednesday,Clear,0,0
22924,Superfast,1500,2025-12-10,Wednesday,Foggy,118,1
12423,Rajdhani,2100,2025-11-20,Thursday,Clear,4,0
11020,Express,1800,2025-05-21,Wednesday,Stormy,8,0
12004,Shatabdi,450,2026-03-08,Sunday,Clear,3,0
12423,Rajdhani,2100,2026-03-05,Thursday,Clear,2,0
12951,Rajdhani,1380,2025-08-22,Friday,Rainy,13,0
22924,Superfast,1500,2026-03-06,Friday,Clear,37,0
11020,Express,1800,2025-09-18,Thursday,Rainy,67,1
11020,Express,1800,2025-07-12,Saturday,Clear,27,0
11020,Express,1800,2025-08-29,Friday,Clear,9,0
11020,Express,1800,2026-02-04,Wednesday,Rainy,47,0
12951,Rajdhani,1380,2025-08-29,Friday,Foggy,31,0
